"screen_name","retweet_screen_name","retweet_count"
"Kicillofok","JCuattromo",1
"Kicillofok","LicDanielArroyo",1
"Kicillofok","OmarGutierrezOk",1
"Kicillofok","SantiCafiero",1
"Kicillofok","agussimone",1
"Kicillofok","alferdez",1
"Kicillofok","cristiangirard",1
"Kicillofok","igon_santiago",1
"Kicillofok","magariovero",1
"Kicillofok","mara_ruiz_malec",1
"Kicillofok","marcoscleri",1
"Kicillofok","minsaurralde",6
"KulfasM","CasaRosada",1
"KulfasM","Kicillofok",1
"KulfasM","QuintelaRicardo",1
"KulfasM","SantiCafiero",2
"KulfasM","alferdez",2
"KulfasM","produccion_arg",14
"KulfasM","sergiounac",10
"LEBasterra","AgriculturaAR",53
"LEBasterra","CFKArgentina",1
"LEBasterra","CasaRosada",2
"LEBasterra","CrisAlvarezRod",2
"LEBasterra","JorgeTaiana",1
"LEBasterra","KulfasM",2
"LEBasterra","LicDanielArroyo",1
"LEBasterra","MaraBrawer",1
"LEBasterra","MinGenerosAR",1
"LEBasterra","MinSeg",2
"LEBasterra","RCSalvarezza",1
"LEBasterra","RossiAgustinOk",1
"LEBasterra","SantiCafiero",12
"LEBasterra","alferdez",4
"LEBasterra","felipe_sola",1
"LEBasterra","fvallejoss",1
"LEBasterra","gkatopodis",2
"LEBasterra","insfran_gildo",2
"LEBasterra","jusgobar",1
"LEBasterra","ramirofpatri",1
"LEBasterra","wadodecorrido",2
"LaspinaL","BuryaileRicardo",1
"LaspinaL","JCanoOK",1
"LaspinaL","JorgeTriaca",1
"LaspinaL","MariaLujan_Rey",2
"LaspinaL","PatoBullrich",1
"LaspinaL","PinedoFederico",1
"LaspinaL","SanzErnesto",1
"LaspinaL","SusanaMalcorra",1
"LaspinaL","_alvarogonzalez",2
"LaspinaL","fedesturze",1
"LaspinaL","frigeriorogelio",1
"LaspinaL","gmmarangoni",1
"LaspinaL","hernanlacunza",1
"LaspinaL","juancurutchet",2
"LaspinaL","lauritalonso",1
"LaspinaL","mariuvidal",1
"LaspinaL","mauriciomacri",2
"LaspinaL","proargentina",1
"LauraYokoRusso","FrenteDeTodos",1
"LauraYokoRusso","MoniMacha",1
"LauraYokoRusso","alferdez",14
"Leonardo_Grosso","FrenteDeTodos",1
"Leonardo_Grosso","MoniMacha",1
"Leonardo_Grosso","Pontifex_es",1
"Leonardo_Grosso","myriambregman",1
"LicDanielArroyo","CFKArgentina",1
"LicDanielArroyo","CasaRosada",4
"LicDanielArroyo","CascallaresPJ",2
"LicDanielArroyo","EliGAlcorta",1
"LicDanielArroyo","FerRaverta",1
"LicDanielArroyo","FrenteDeTodos",2
"LicDanielArroyo","GustavoSaenzOK",1
"LicDanielArroyo","JuanManzurOK",4
"LicDanielArroyo","Kicillofok",2
"LicDanielArroyo","MDSNacion",10
"LicDanielArroyo","MariaMigliore",1
"LicDanielArroyo","MatiasLammens",1
"LicDanielArroyo","MinSeg",1
"LicDanielArroyo","QuintelaRicardo",2
"LicDanielArroyo","SantiCafiero",12
"LicDanielArroyo","alferdez",3
"LicDanielArroyo","aliciakirchner",1
"LicDanielArroyo","anabelfsagasti",1
"LicDanielArroyo","bordet",12
"LicDanielArroyo","gkatopodis",2
"LicDanielArroyo","herrerayflia",4
"LicDanielArroyo","ines_byd",8
"LicDanielArroyo","jmcapitanich",1
"LicDanielArroyo","omarperotti",1
"LicDanielArroyo","sergiounac",2
"LicDanielArroyo","wadodecorrido",1
"Lipovetzky","horaciorlarreta",1
"Lipovetzky","luisnaidenoff",1
"Lipovetzky","mauriciomacri",2
"LuciMasin","AgriculturaAR",1
"LuciMasin","CFKArgentina",2
"LuciMasin","CancilleriaARG",1
"LuciMasin","CasaRosada",2
"LuciMasin","EliGAlcorta",1
"LuciMasin","FerRaverta",1
"LuciMasin","FrenteDeTodos",20
"LuciMasin","ItaiHagman",2
"LuciMasin","LicDanielArroyo",1
"LuciMasin","LuciMasin",2
"LuciMasin","Martin_M_Guzman",1
"LuciMasin","MinGenerosAR",12
"LuciMasin","MinTrabajoAR",1
"LuciMasin","alferdez",4
"LuciMasin","ansesgob",1
"LuciMasin","carlavizzotti",2
"LuciMasin","fvallejoss",1
"LuciMasin","gabiestevezok",2
"LuciMasin","ginesggarcia",1
"LuciMasin","jmcapitanich",8
"LuciMasin","msalnacion",1
"LuciMasin","trottanico",1
"LuciMasin","wadodecorrido",1
"LuciaCorpacci","CFKArgentina",1
"LucilaLehmann","FerIglesias",1
"LucilaLehmann","JnmLopez",4
"LucilaLehmann","LaspinaL",2
"LucilaLehmann","MarianaZuvic",2
"LucilaLehmann","MonicaFradeok",12
"LucilaLehmann","PatoBullrich",1
"LucilaLehmann","TotyFlores",1
"LucilaLehmann","ccari_ok",1
"LucilaLehmann","elisacarrio",16
"LucilaLehmann","hernanlacunza",1
"LucilaLehmann","leonormartinezv",2
"LucilaLehmann","lmetchevehere",1
"LucilaLehmann","mauriciomacri",1
"LuisContigiani","LuisContigiani",4
"LuisContigiani","TOPOarg",12
"LupeTagliaferri","SchiavoniH",2
"LupeTagliaferri","Soledad_Acunia",1
"LupeTagliaferri","gcba",3
"LupeTagliaferri","horaciorlarreta",2
"LupeTagliaferri","mauriciomacri",1
"LupeTagliaferri","slospennato",1
"MDSNacion","CasaRosada",1
"MDSNacion","LicDanielArroyo",2
"MDSNacion","jusgobar",1
"MDSNacion","sergiounac",1
"MSierraDiputada","CFKArgentina",1
"MSierraDiputada","FrenteDeTodos",1
"MSierraDiputada","Kicillofok",1
"MSierraDiputada","RossiAgustinOk",1
"MSierraDiputada","igon_santiago",1
"MSierraDiputada","jorgeferraresi",2
"MSoleCarrizo","JosefaMendo",1
"MSoleCarrizo","MSoleCarrizo",1
"MSoleCarrizo","RubinsteinOk",1
"MSoleCarrizo","Yaco_Emiliano",4
"MSoleCarrizo","luispetri",4
"M_Campagnoli","CancilleriaARG",1
"M_Campagnoli","ClauNaj",1
"M_Campagnoli","JnmLopez",3
"M_Campagnoli","KBanfi",1
"M_Campagnoli","LucilaLehmann",2
"M_Campagnoli","M_Campagnoli",2
"M_Campagnoli","MarianStil",2
"M_Campagnoli","Maxiferraro",3
"M_Campagnoli","MiguelPichetto",1
"M_Campagnoli","MonicaFradeok",20
"M_Campagnoli","PatoBullrich",3
"M_Campagnoli","WolffWaldo",1
"M_Campagnoli","carmenpolledo",1
"M_Campagnoli","elisacarrio",4
"M_Campagnoli","felipe_sola",1
"M_Campagnoli","gabimichetti",1
"M_Campagnoli","herlombardi",2
"M_Campagnoli","leonormartinezv",2
"M_Campagnoli","mabyburgos",1
"M_Campagnoli","marioraulnegri",2
"M_Campagnoli","mariuvidal",2
"M_Campagnoli","pau_oliveto",1
"M_Campagnoli","slospennato",1
"MaEmiliaSoria","Kicillofok",1
"MaEmiliaSoria","SoriaEnAccion",1
"MaJimenaLopezOk","BAProvincia",1
"MaJimenaLopezOk","CasaRosada",1
"MaJimenaLopezOk","FrenteDeTodos",2
"MaJimenaLopezOk","FrenteRenovador",16
"MaJimenaLopezOk","Kicillofok",1
"MaJimenaLopezOk","MalenaMassa",2
"MaJimenaLopezOk","MindeTransporte",1
"MaJimenaLopezOk","MoniMacha",1
"MaJimenaLopezOk","SergioMassa",12
"MaJimenaLopezOk","alferdez",1
"MaJimenaLopezOk","ceciliamoreauok",1
"MaJimenaLopezOk","gkatopodis",1
"MaJimenaLopezOk","mariomeoni",6
"MaJimenaLopezOk","pyedlin",1
"MagdalenaOdarda","CasaRosada",13
"MagdalenaOdarda","LicDanielArroyo",2
"MagdalenaOdarda","MagdalenaOdarda",2
"MagdalenaOdarda","ObrasPublicasAR",1
"MagdalenaOdarda","PatoBullrich",1
"MagdalenaOdarda","SantiCafiero",26
"MagdalenaOdarda","alferdez",12
"MagdalenaOdarda","jusgobar",5
"MagdalenaOdarda","mauriciomacri",1
"MagdalenaOdarda","msalnacion",1
"MagdalenaOdarda","noragimenezok",4
"MagdalenaOdarda","trottanico",1
"MaggieSolariQ","JulioDeVido",1
"MaggieSolariQ","danielscioli",1
"MaggieSolariQ","herrerayflia",2
"MaggieSolariQ","mauricloss",1
"MalenaMassa","CasaRosada",1
"MalenaMassa","FrenteRenovador",8
"MalenaMassa","SebasGalmarini",2
"MalenaMassa","SergioMassa",2
"MalenaMassa","_CarlosSelva",8
"MalenaMassa","alferdez",1
"MalenaMassa","dmvasco",6
"ManziRubenOk","GugaLusto",1
"ManziRubenOk","JnmLopez",1
"ManziRubenOk","LucilaLehmann",1
"ManziRubenOk","ManziRubenOk",2
"ManziRubenOk","Maxiferraro",3
"ManziRubenOk","ccari_ok",1
"ManziRubenOk","elisacarrio",1
"ManziRubenOk","leonormartinezv",2
"ManziRubenOk","pau_oliveto",1
"MaraBrawer","CasaRosada",2
"MaraBrawer","EstelaEDiaz",1
"MaraBrawer","FilmusDaniel",2
"MaraBrawer","FrenteDeTodos",2
"MaraBrawer","HugoYasky",1
"MaraBrawer","ItaiHagman",2
"MaraBrawer","KulfasM",1
"MaraBrawer","PaulaPenacca",4
"MaraBrawer","Pontifex_es",1
"MaraBrawer","TereGarciaOK",1
"MaraBrawer","alferdez",2
"MaraBrawer","gabicerru",1
"MaraBrawer","marianorecalde",1
"MaraBrawer","myriambregman",1
"MaraBrawer","paolavessvess",12
"MaraBrawer","rodotailhade",1
"MaraBrawer","trottanico",1
"MarceloKoenig","AlciraArgumedo",4
"MarceloKoenig","BAProvincia",2
"MarceloKoenig","CFKArgentina",2
"MarceloKoenig","CrisAlvarezRod",2
"MarceloKoenig","JorgeTaiana",12
"MarceloKoenig","MarceloKoenig",1
"MarceloKoenig","PaulaPenacca",2
"MarceloKoenig","Pontifex_es",1
"MarceloKoenig","RossiAgustinOk",1
"MarceloKoenig","magariovero",1
"MarceloKoenig","trottanico",1
"MariaLujan_Rey","AscarateLidia",2
"MariaLujan_Rey","BuryaileRicardo",1
"MariaLujan_Rey","FerIglesias",8
"MariaLujan_Rey","Guillodietrich",1
"MariaLujan_Rey","IngridJetter",2
"MariaLujan_Rey","JCanoOK",1
"MariaLujan_Rey","JnmLopez",4
"MariaLujan_Rey","KBanfi",2
"MariaLujan_Rey","LaspinaL",2
"MariaLujan_Rey","LucilaLehmann",1
"MariaLujan_Rey","M_Campagnoli",6
"MariaLujan_Rey","MarianStil",6
"MariaLujan_Rey","MarianaZuvic",4
"MariaLujan_Rey","MartinGrandeok",2
"MariaLujan_Rey","Maxiferraro",4
"MariaLujan_Rey","MercedesJoury",26
"MariaLujan_Rey","MonicaFradeok",2
"MariaLujan_Rey","Pablo_Torello",2
"MariaLujan_Rey","PatoBullrich",2
"MariaLujan_Rey","SoherElSukaria",4
"MariaLujan_Rey","Stolbizer",2
"MariaLujan_Rey","TotyFlores",1
"MariaLujan_Rey","WolffWaldo",10
"MariaLujan_Rey","_alvarogonzalez",22
"MariaLujan_Rey","alfredocornejo",1
"MariaLujan_Rey","brendalisaustin",1
"MariaLujan_Rey","carmenpolledo",3
"MariaLujan_Rey","cristianritondo",19
"MariaLujan_Rey","davidsnqn",2
"MariaLujan_Rey","dinarezi",7
"MariaLujan_Rey","dipnataliavilla",2
"MariaLujan_Rey","edumacchiavelli",2
"MariaLujan_Rey","eflangan",2
"MariaLujan_Rey","fsancheznqn",1
"MariaLujan_Rey","german_garavano",1
"MariaLujan_Rey","gracielaocana",18
"MariaLujan_Rey","hernanberisso",2
"MariaLujan_Rey","hernanlacunza",1
"MariaLujan_Rey","luisnaidenoff",2
"MariaLujan_Rey","luispetri",8
"MariaLujan_Rey","marioraulnegri",4
"MariaLujan_Rey","pau_oliveto",4
"MariaLujan_Rey","proargentina",2
"MariaLujan_Rey","slospennato",13
"MariaMigliore","FernanQuirosBA",2
"MariaMigliore","horaciorlarreta",4
"MariabTapia","DipRoxanaReyes",4
"MariabTapia","blancopabloda",1
"MariabTapia","dinarezi",2
"MarianStil","CarlaCarrizoAR",2
"MarianStil","ClauNaj",1
"MarianStil","DipRoxanaReyes",1
"MarianStil","JnmLopez",3
"MarianStil","M_Campagnoli",1
"MarianStil","MariaLujan_Rey",1
"MarianStil","MarianaZuvic",2
"MarianStil","Maxiferraro",3
"MarianStil","MercedesJoury",2
"MarianStil","MonicaFradeok",2
"MarianStil","ccari_ok",12
"MarianStil","elisacarrio",4
"MarianStil","leonormartinezv",2
"MarianaZuvic","DipRoxanaReyes",2
"MarianaZuvic","FernanQuirosBA",2
"MarianaZuvic","JnmLopez",14
"MarianaZuvic","MarianStil",1
"MarianaZuvic","Maxiferraro",4
"MarianaZuvic","TotyFlores",14
"MarianaZuvic","ccari_ok",2
"MarianaZuvic","elisacarrio",24
"MarianaZuvic","horaciorlarreta",2
"MarianaZuvic","mauriciomacri",1
"MarianaZuvic","pau_oliveto",1
"MarioFiad","GerardoMorales",1
"MarioFiad","juliocobos",2
"MarisaUcedaOk","AleBermejoMza",1
"MarisaUcedaOk","CFKArgentina",1
"MarisaUcedaOk","CasaRosada",2
"MarisaUcedaOk","CrisAlvarezRod",12
"MarisaUcedaOk","FlorLampreabe",2
"MarisaUcedaOk","FrenteDeTodos",3
"MarisaUcedaOk","KulfasM",1
"MarisaUcedaOk","LicDanielArroyo",1
"MarisaUcedaOk","MalenaMassa",1
"MarisaUcedaOk","MariaEBielsaOk",1
"MarisaUcedaOk","PaulaPenacca",1
"MarisaUcedaOk","SantiCafiero",2
"MarisaUcedaOk","UniCiudadanaAR",4
"MarisaUcedaOk","alferdez",2
"MarisaUcedaOk","anabelfsagasti",21
"MarisaUcedaOk","danyvilar",6
"MarisaUcedaOk","magariovero",1
"MarisaUcedaOk","mayrasmendoza",1
"MarisaUcedaOk","trottanico",2
"MartinGrandeok","MartinGrandeok",24
"MartinGrandeok","PatoBullrich",8
"MartinGrandeok","RomeroxSalta",1
"MartinGrandeok","Weretilneck",6
"MartinGrandeok","cornejovirginia",1
"MartinGrandeok","cristianritondo",2
"MartinGrandeok","fsancheznqn",2
"MartinGrandeok","luispetri",1
"MartinGrandeok","marioraulnegri",2
"MartinGrandeok","mauriciomacri",1
"Martin_M_Guzman","Economia_Ar",2
"Martin_M_Guzman","SantiCafiero",12
"Martin_M_Guzman","alferdez",2
"Martin_M_Guzman","bordet",1
"Martin_M_Guzman","jmcapitanich",1
"Martin_M_Guzman","wadodecorrido",1
"Martinez_EF","mauriciomacri",1
"Martinmaq","CaroStanley",1
"Martinmaq","horaciorlarreta",1
"Martinmaq","mauriciomacri",2
"Martinmaq","proargentina",1
"MaruMartiniOK","CFKArgentina",1
"MaruMartiniOK","CrisAlvarezRod",2
"MaruMartiniOK","Pontifex_es",2
"MaruMartiniOK","alferdez",2
"MatiasLammens","CFKArgentina",1
"MatiasLammens","CasaRosada",6
"MatiasLammens","FrenteDeTodos",2
"MatiasLammens","Kicillofok",1
"MatiasLammens","SantiCafiero",1
"MatiasLammens","TurismoNacionAR",2
"MatiasLammens","alferdez",1
"MatiasLammens","cuervotinelli",3
"MatiasRodrigTDF","CFKArgentina",1
"MatiasRodrigTDF","CasaRosada",1
"MatiasRodrigTDF","FerRaverta",1
"MatiasRodrigTDF","FrenteDeTodos",5
"MatiasRodrigTDF","MindefArg",7
"MatiasRodrigTDF","UniCiudadanaAR",2
"MatiasRodrigTDF","alferdez",2
"MatiasRodrigTDF","anabelfsagasti",2
"MatiasRodrigTDF","caroyutrovic_",4
"MatiasRodrigTDF","felipe_sola",1
"MatiasRodrigTDF","gkatopodis",1
"Maxiferraro","elisacarrio",2
"MaydaCresto","CasaRosada",1
"MaydaCresto","CrisAlvarezRod",1
"MaydaCresto","FrenteDeTodos",1
"MaydaCresto","SantiCafiero",6
"MaydaCresto","SergioMassa",1
"MaydaCresto","alferdez",2
"MaydaCresto","bordet",2
"MaydaCresto","gkatopodis",1
"MaydaCresto","mpcasaretto",1
"MaydaCresto","wadodecorrido",2
"MercedesJoury","DipRoxanaReyes",1
"MercedesJoury","FerIglesias",1
"MercedesJoury","IngridJetter",2
"MercedesJoury","JnmLopez",2
"MercedesJoury","JosefaMendo",2
"MercedesJoury","JulioGarro",2
"MercedesJoury","KBanfi",1
"MercedesJoury","MariaLujan_Rey",10
"MercedesJoury","MarianStil",2
"MercedesJoury","Maxiferraro",6
"MercedesJoury","MonicaFradeok",10
"MercedesJoury","Sofiabrambilla",1
"MercedesJoury","VMoralesGorleri",6
"MercedesJoury","WolffWaldo",2
"MercedesJoury","Yaco_Emiliano",2
"MercedesJoury","_alvarogonzalez",34
"MercedesJoury","alefinocchiaro",2
"MercedesJoury","alfredocornejo",1
"MercedesJoury","carmenpolledo",15
"MercedesJoury","cristianritondo",6
"MercedesJoury","dinarezi",1
"MercedesJoury","enriquezjorge",2
"MercedesJoury","fabiojquetglas",2
"MercedesJoury","gracielaocana",1
"MercedesJoury","hernanberisso",16
"MercedesJoury","hernanlacunza",2
"MercedesJoury","marioraulnegri",2
"MercedesJoury","mariuvidal",1
"MercedesJoury","mauriciomacri",2
"MercedesJoury","omardemarchi",1
"MercedesJoury","slospennato",4
"MiguelLifschitz","EnriqueeEstevez",1
"MiguelPichetto","jorgemacri",2
"MinGenerosAR","CasaRosada",6
"MinGenerosAR","EliGAlcorta",1
"MinHabitatAR","CasaRosada",4
"MinHabitatAR","jorgeferraresi",6
"MinSeg","CasaRosada",1
"MinSeg","PatoBullrich",2
"MinSeg","SabinaFrederic",1
"MinTrabajoAR","AgriculturaAR",1
"MinTrabajoAR","CasaRosada",2
"MinTrabajoAR","JorgeTriaca",1
"MinTrabajoAR","ObrasPublicasAR",1
"MinTrabajoAR","msalnacion",1
"MinTrabajoAR","produccion_arg",1
"MindeTransporte","CasaRosada",2
"MindeTransporte","Guillodietrich",1
"MindeTransporte","MinGenerosAR",1
"MindeTransporte","MinHabitatAR",1
"MindeTransporte","MinSeg",1
"MindeTransporte","mariomeoni",20
"MindeTransporte","msalnacion",1
"MindefArg","CasaRosada",1
"MindefArg","FilmusDaniel",1
"MindefArg","MindefArg",1
"MindefArg","RossiAgustinOk",4
"MindefArg","alferdez",1
"MoniMacha","CFKArgentina",1
"MoniMacha","CrisAlvarezRod",1
"MoniMacha","FrenteDeTodos",1
"MoniMacha","LicDanielArroyo",1
"MoniMacha","MinGenerosAR",1
"MoniMacha","Sabbatella",2
"MoniMacha","anabelfsagasti",1
"MonicaFradeok","M_Campagnoli",1
"MonicaFradeok","MarianStil",1
"MonicaFradeok","Maxiferraro",1
"MonicaFradeok","ReyesFernanda",1
"MonicaFradeok","WolffWaldo",10
"MonicaFradeok","elisacarrio",6
"MonicaFradeok","marioraulnegri",1
"MoreauLeopoldo","CFKArgentina",3
"MoreauLeopoldo","CasaRosada",2
"MoreauLeopoldo","FerRaverta",1
"MoreauLeopoldo","FrenteDeTodos",1
"MoreauLeopoldo","MoreauLeopoldo",1
"MoreauLeopoldo","SoriaEnAccion",2
"MoreauLeopoldo","Vsiley",1
"MoreauLeopoldo","alferdez",1
"MoreauLeopoldo","ceciliamoreauok",10
"NanniMiguel","AidaAyala",1
"NanniMiguel","CasaRosada",1
"NanniMiguel","GerardoMorales",1
"NanniMiguel","Guillodietrich",1
"NanniMiguel","JCanoOK",1
"NanniMiguel","MarianaZuvic",1
"NanniMiguel","MinSeg",1
"NanniMiguel","SanzErnesto",1
"NanniMiguel","UCRNacional",2
"NanniMiguel","alejandrocacace",1
"NanniMiguel","brendalisaustin",1
"NanniMiguel","mabyburgos",1
"NanniMiguel","marioraulnegri",2
"NanniMiguel","marquitospena",1
"NanniMiguel","mauriciomacri",2
"NicoDujovne","Economia_Ar",1
"NicoDujovne","LaspinaL",1
"NicoDujovne","chino_navarrook",1
"NicoDujovne","fedesturze",1
"NicoDujovne","ipetrella",1
"Nicolas_Massot","JSchiaretti",1
"Nicolas_Massot","TotyFlores",1
"Nicolas_Massot","fedefrigerio",2
"Nicolas_Massot","gabimichetti",1
"Nicolas_Massot","gabrielfrizza",1
"Nicolas_Massot","mauriciomacri",1
"Nicolas_Massot","monzoemilio",1
"NicolasdelCano","Fte_Izquierda",4
"NicolasdelCano","NicolasdelCano",4
"NicolasdelCano","myriambregman",18
"Norma_Durango","AnaMariaIanni",2
"Norma_Durango","CasaRosada",2
"Norma_Durango","CaserioCarlos",2
"Norma_Durango","CrisAlvarezRod",2
"Norma_Durango","FerRaverta",1
"Norma_Durango","FrenteDeTodos",10
"Norma_Durango","Martin_M_Guzman",2
"Norma_Durango","SilGinocchio",1
"Norma_Durango","ZiliottoSergio",1
"Norma_Durango","anabelfsagasti",1
"Norma_Durango","ansesgob",1
"Norma_Durango","dalesmm",1
"Norma_Durango","ditulliojuli",1
"Norma_Durango","gabicerru",2
"Norma_Durango","ginesggarcia",11
"Norma_Durango","hperezaraujo",1
"Norma_Durango","msalnacion",1
"Norma_Durango","rossi_delfina",2
"Norma_Durango","sacnun",2
"ObrasPublicasAR","CasaRosada",4
"ObrasPublicasAR","gkatopodis",14
"OfeFernandez_","EliGAlcorta",1
"OfeFernandez_","alferdez",1
"OfeFernandez_","dalesmm",1
"OscarAguadCBA","MindefArg",2
"OscarAguadCBA","Nicolas_Massot",1
"OscarAguadCBA","PatoBullrich",1
"OscarAguadCBA","elisacarrio",1
"OscarAguadCBA","hernanlacunza",2
"OscarAguadCBA","mauriciomacri",1
"OscarParrilli","CFKArgentina",2
"OscarParrilli","CaserioCarlos",1
"OscarParrilli","JorgeTaiana",2
"OsmarMonaldi","CasaRosada",1
"OsmarMonaldi","cristianritondo",1
"OsmarMonaldi","mabyburgos",1
"OsmarMonaldi","mauriciomacri",2
"PabloCarroOk","CrisAlvarezRod",6
"PabloCarroOk","FrenteDeTodos",2
"PabloCarroOk","Vsiley",1
"PabloCarroOk","alferdez",12
"PabloCarroOk","gabicerru",1
"PabloCarroOk","gabiestevezok",1
"PabloTonelli","CasaRosada",2
"PabloTonelli","PabloTonelli",1
"PabloTonelli","PinedoFederico",2
"PabloTonelli","german_garavano",1
"PabloTonelli","horaciorlarreta",2
"PabloTonelli","mariuvidal",1
"PabloTonelli","marquitospena",1
"PabloTonelli","mauriciomacri",2
"Pablo_Torello","AgriculturaAR",1
"Pablo_Torello","CasaRosada",1
"Pablo_Torello","EducacionAR",1
"Pablo_Torello","FZamarbide",1
"Pablo_Torello","FerIglesias",6
"Pablo_Torello","Guillodietrich",1
"Pablo_Torello","HectorBaldassi",1
"Pablo_Torello","IngridJetter",2
"Pablo_Torello","JorgeVara8",2
"Pablo_Torello","KBanfi",2
"Pablo_Torello","M_Campagnoli",1
"Pablo_Torello","MartinGrandeok",1
"Pablo_Torello","MonicaFradeok",1
"Pablo_Torello","PatoBullrich",14
"Pablo_Torello","PinedoFederico",2
"Pablo_Torello","Soledad_Acunia",2
"Pablo_Torello","WolffWaldo",4
"Pablo_Torello","_alvarogonzalez",6
"Pablo_Torello","alefinocchiaro",12
"Pablo_Torello","cristianritondo",2
"Pablo_Torello","fangelini",1
"Pablo_Torello","fedesalvai",1
"Pablo_Torello","german_garavano",1
"Pablo_Torello","gracielaocana",2
"Pablo_Torello","herlombardi",1
"Pablo_Torello","hernanlacunza",2
"Pablo_Torello","horaciorlarreta",1
"Pablo_Torello","jaicega",1
"Pablo_Torello","mariuvidal",1
"Pablo_Torello","mauriciomacri",1
"Pablo_Torello","omardemarchi",2
"PameVerasay","JulioMartinezLR",1
"PameVerasay","PinedoFederico",1
"PameVerasay","UCRNacional",3
"PameVerasay","alfredocornejo",9
"PameVerasay","ines_byd",1
"PameVerasay","juliocobos",1
"PameVerasay","rgillavedra",1
"PameVerasay","rodysuarez",2
"PartidoObrero","FdeIzquierda",10
"PartidoObrero","RominaDelPla",36
"PartidoObrero","Solanopo",24
"PartidoObrero","nestorpitrola",40
"PatoBullrich","FerIglesias",12
"PatoBullrich","GustavoSantosOk",22
"PatoBullrich","JCanoOK",2
"PatoBullrich","MSoleCarrizo",6
"PatoBullrich","MinSeg",2
"PatoBullrich","alfredocornejo",14
"PatoBullrich","german_garavano",1
"PatoBullrich","herlombardi",1
"PatoBullrich","juancurutchet",2
"PatoBullrich","laurmachado",6
"PatoBullrich","marioraulnegri",8
"PatoBullrich","rodysuarez",2
"PaulaPenacca","BAProvincia",1
"PaulaPenacca","CFKArgentina",1
"PaulaPenacca","CasaRosada",2
"PaulaPenacca","FrenteDeTodos",23
"PaulaPenacca","Kicillofok",1
"PaulaPenacca","MinGenerosAR",1
"PaulaPenacca","MinSeg",12
"PaulaPenacca","SabinaFrederic",1
"PaulaPenacca","alferdez",16
"PaulaPenacca","larroqueandres",1
"PaulaPenacca","marianorecalde",2
"PaulaPenacca","msalnacion",1
"PaulaPenacca","wadodecorrido",1
"PedroBraillardP","gustavovaldesok",2
"PedroBraillardP","luisnaidenoff",1
"PinedoFederico","BuryaileRicardo",1
"PinedoFederico","GugaLusto",1
"PinedoFederico","JSchiaretti",1
"PinedoFederico","LaspinaL",1
"PinedoFederico","PatoBullrich",2
"PinedoFederico","Pontifex_es",1
"PinedoFederico","RubinsteinOk",1
"PinedoFederico","WolffWaldo",1
"PinedoFederico","estebanbullrich",1
"PinedoFederico","herlombardi",2
"PinedoFederico","hernanlacunza",1
"PinedoFederico","horaciorlarreta",1
"PinedoFederico","lmetchevehere",1
"PinedoFederico","luisnaidenoff",1
"PinedoFederico","marioraulnegri",1
"PinedoFederico","rodysuarez",1
"QuintelaRicardo","KulfasM",1
"QuintelaRicardo","LEBasterra",1
"QuintelaRicardo","MatiasLammens",1
"QuintelaRicardo","MindeTransporte",1
"QuintelaRicardo","RCSalvarezza",1
"QuintelaRicardo","RaulJalil_ok",1
"QuintelaRicardo","SantiCafiero",1
"QuintelaRicardo","alferdez",1
"QuintelaRicardo","dariomartinezpj",1
"QuintelaRicardo","gkatopodis",1
"QuintelaRicardo","jorgeferraresi",1
"QuintelaRicardo","mariomeoni",1
"QuintelaRicardo","wadodecorrido",1
"RCSalvarezza","CFKArgentina",1
"RCSalvarezza","CasaRosada",2
"RCSalvarezza","FerRaverta",1
"RCSalvarezza","Kicillofok",8
"RCSalvarezza","SantiCafiero",12
"RCSalvarezza","alferdez",2
"RCSalvarezza","ciencia_ar",70
"RCSalvarezza","msalnacion",1
"RGBasualdo","EducacionAR",1
"RGBasualdo","RGBasualdo",1
"RGBasualdo","SergioMassa",1
"RGBasualdo","mauriciomacri",1
"RICALFONSIN","EduardoCostaSC",1
"RICALFONSIN","FilmusDaniel",1
"RICALFONSIN","GerardoMorales",1
"RICALFONSIN","MiguelLifschitz",2
"RICALFONSIN","UCRNacional",2
"RICALFONSIN","bazzemiguel",1
"RICALFONSIN","luisnaidenoff",1
"Ramir_Gutierrez","CasaRosada",6
"Ramir_Gutierrez","FrenteRenovador",76
"Ramir_Gutierrez","MalenaMassa",1
"Ramir_Gutierrez","MindeTransporte",1
"Ramir_Gutierrez","SergioMassa",4
"Ramir_Gutierrez","Stolbizer",1
"Ramir_Gutierrez","dmvasco",21
"Ramir_Gutierrez","mariomeoni",8
"Ramir_Gutierrez","mirtatundis",2
"RandazzoF","CFKArgentina",1
"RaulAOthacehe","minsaurralde",1
"RaulJalil_ok","CasaRosada",1
"RaulJalil_ok","Economia_Ar",2
"RaulJalil_ok","FilmusDaniel",1
"RaulJalil_ok","GZamoraSDE",2
"RaulJalil_ok","GerardoMorales",1
"RaulJalil_ok","JuanManzurOK",1
"RaulJalil_ok","Kicillofok",1
"RaulJalil_ok","LicDanielArroyo",2
"RaulJalil_ok","Pontifex_es",2
"RaulJalil_ok","QuintelaRicardo",1
"RaulJalil_ok","RCSalvarezza",2
"RaulJalil_ok","RICALFONSIN",1
"RaulJalil_ok","RaulJalil_ok",2
"RaulJalil_ok","SabinaFrederic",1
"RaulJalil_ok","SantiCafiero",2
"RaulJalil_ok","alferdez",2
